13.30873168	0.031212917	13.17630648	0.655471253	12.86391886	0.240878903	13.21813309	1.94037701
13.24251908	0.116788041	13.62508074	0.904995185	12.54332172	0.580826049	12.81039168	1.543143105
13.26458995	0.105078336	13.36390884	0.90490547	12.72849503	0.601716337	13.282681	1.574724072
13.01298208	0.569924271	13.41025766	0.790494464	12.79364046	0.541079061	13.37049041	1.377813264
12.92617001	0.552330474	13.13952171	0.96937759	12.83710015	0.495525687	13.39006241	1.233285811
12.93352697	0.504582006	13.35602639	1.05413346	12.89843155	0.480574877	13.43361932	1.131713454
12.84524351	0.529700763	13.19285963	1.079556385	12.89578491	0.444988851	13.44888498	1.048652353
12.85014814	0.495708115	13.45341846	1.277019909	12.860271	0.429667697	13.26191714	1.129967052
12.9114561	0.50597455	13.37935844	1.226552463	12.83858036	0.410860643	13.40547747	1.158037878
12.84925639	0.522461544	13.45520196	1.190488338	12.75791015	0.472768783	13.27323909	1.182921564
12.76799548	0.572180914	13.32344559	1.223412176	12.80110178	0.474949894	13.38235708	1.189527154
12.76035557	0.548513631	13.43266807	1.235756209	12.83780118	0.473590845	13.31703831	1.162981221
12.72227726	0.545914806	13.42539196	1.187588258	12.85510248	0.459593331	13.36222966	1.130078106
12.75107448	0.537749776	13.46617051	1.155235389	12.84010172	0.446669673	13.28325412	1.131111762
12.7735132	0.527211944	13.47978088	1.117390453	12.86620918	0.443980249	13.3652461	1.140913018
12.79590863	0.518755098	13.45284144	1.087595422	12.83041114	0.454515179	13.38039993	1.106449823
12.74224614	0.552368517	13.37249195	1.108824741	12.85019959	0.448865833	13.44798514	1.111052344
12.77554604	0.556083766	13.45858123	1.141053504	12.81739469	0.459057992	13.38616874	1.112861865
12.78785926	0.544046178	13.39480805	1.1466547	12.82281766	0.447471938	13.46069256	1.133294016
12.76957197	0.536851799	13.43800389	1.135015258	12.84191309	0.44483359	13.41183131	1.127064068
12.80110178	0.544386267	13.40704735	1.117137726	12.82698709	0.439722062	13.4465011	1.111857938
12.81069781	0.533857274	13.43635885	1.100468243	12.84355054	0.436894278	13.42198763	1.092637556
12.80478026	0.522926903	13.37494427	1.117541444	12.84631839	0.427506129	13.45060938	1.077780554
12.78167942	0.524785584	13.41732033	1.114340473	12.86433425	0.428089611	13.38983975	1.097968201
12.76544884	0.520800473	13.39701514	1.096724363	12.86118141	0.419748422	13.41433635	1.083011992
12.77494372	0.513064528	13.45178358	1.112443862	12.85906077	0.411744667	13.39271006	1.067909479
