0.1120745	0.000228395
0.108421333	0.006329531
0.107565	0.005444435
0.105324378	0.006879923
0.106513315	0.006807944
0.106119413	0.006301549
0.106833736	0.006174042
0.107181654	0.005868848
0.106463689	0.005980893
0.106445445	0.005674296
0.106910241	0.005644732
0.106521761	0.00558298
0.106942278	0.005589963
0.106890659	0.005390332
0.107157868	0.005316111
0.107474994	0.00531078
0.107623327	0.005190507
0.107308573	0.005227518
0.107323195	0.005088513
0.107241852	0.004973657
0.107003995	0.004980358
0.107173517	0.004933304
0.107327954	0.004883825
0.107047436	0.004982488
0.10698365	0.004892644
0.106904737	0.004815123
0.106867639	0.004729189
0.106658927	0.004778046
0.106801063	0.004759051
0.106897384	0.004709695
0.106870153	0.004635669
0.106959815	0.004591642
0.107095114	0.004589847
0.107128854	0.004526249
0.107108608	0.004462774
0.107062024	0.004409468
0.106942076	0.004411875
0.106930356	0.004354052
0.106935597	0.004297996
0.107015656	0.004274779
0.106978307	0.004229258
0.106815574	0.004312711
0.10681897	0.004262327
0.106703282	0.004284485
0.106699428	0.004236692
0.106783313	0.004229666
0.106884306	0.004242525
0.106866096	0.004200034
0.106673647	0.004374027
0.106532089	0.004446508
0.10665403	0.004489652
0.106708539	0.004463946
0.106826788	0.004506208
0.106745137	0.004505169
0.106686296	0.00448569
0.106785027	0.00450752
0.106736475	0.00448308
0.106827535	0.004498968
0.106918426	0.004515896
0.10699496	0.004517824
0.107046299	0.004498839
0.107077676	0.004469354
0.107165509	0.004489076
0.107261962	0.004521244
0.107171645	0.004545936
0.107040682	0.004636978
0.107099951	0.004628123
0.107097604	0.004594008
0.107003867	0.004627538
0.107072221	0.004630326
0.107099593	0.004603465
0.10716968	0.00461044
0.107234523	0.004612604
0.107165169	0.004620535
0.10711468	0.004610685
0.107162736	0.004599622
0.107217444	0.00459513
0.107285844	0.004605878
0.107303346	0.004579311
0.107333354	0.004558607
0.107327862	0.004530653
0.107268141	0.004535694
0.107254687	0.004509974
0.107312843	0.004514998
0.107352938	0.004503736
0.107404996	0.004503727
0.107458496	0.004505806
0.107380491	0.004540169
0.10741523	0.004526603
0.107466403	0.004527778
0.107530442	0.004544533
0.10757048	0.00453623
0.107622114	0.004539463
0.10767006	0.004539371
0.107723674	0.00454587
0.107678636	0.004543834
0.107720833	0.004539613
0.107678997	0.004535535
0.107618007	0.004553599
0.107639927	0.004536127
0.107670928	0.004524461
0.107710405	0.004520018
0.107745593	0.004512315
0.107712073	0.004503685
0.107650535	0.004526746
0.107601287	0.004534052
0.107612136	0.004514223
0.107613327	0.004493293
0.107591088	0.004478712
0.107627033	0.004474363
0.107656979	0.004465423
0.107577559	0.0045249
0.107540098	0.004522555
0.107581819	0.004524849
0.107546165	0.004521469
0.107482292	0.004554644
0.107460137	0.004541519
0.107492556	0.004536041
0.107425178	0.004576849
0.107399895	0.004566216
0.107350994	0.004579274
0.107327628	0.004567825
0.107273309	0.004589255
0.10730137	0.004581468
0.107317201	0.004566564
0.107338924	0.004554989
0.107356166	0.004541213
0.107357809	0.004523477
0.107294376	0.004563585
0.107331595	0.004565914
0.107374681	0.004575311
0.107351473	0.004565799
0.107389149	0.004569463
0.107420377	0.004566818
0.107443918	0.004558147
0.107479868	0.00456081
0.107489405	0.004545515
0.107459496	0.004542723
0.107427721	0.00454194
0.107460411	0.004542306
0.107430323	0.004540348
0.107460636	0.004538831
0.107493465	0.004540057
0.107452799	0.004550687
0.107435623	0.004539715
0.107378014	0.00457774
0.107389089	0.004564132
0.10741888	0.004563199
0.107393674	0.004558326
0.107401577	0.004544144
0.107419198	0.00453428
0.107397419	0.004527362
0.107384098	0.004515569
0.107407543	0.004510339
0.107419751	0.004498351
0.107434396	0.004487663
0.107442735	0.004474576
0.107475919	0.004479977
